34315	-6459	5973	1246	-3979	7451	-12917	37543	
-15171	-5475	-5228	5708	-4238	2997	-12664	-7955	
7475	-15164	6692	3730	-5463	4716	5973	2973	
734	3238	-6216	0	0	-1734	1736	-6467	
9	-1031	-726	0	0	-3481	-5449	4959	
2489	4971	-8718	9700	-7937	8425	-5961	2507	
-6981	-8692	-4724	5200	-1744	-2985	-8453	-2003	
35078	-4963	-7467	8461	1029	-509	-7945	28092	

0	22633	16914	19645	21887	14930	22626	0	
28597	13684	7713	506	5976	7706	19892	19397	
18395	12934	5974	3482	5471	8703	6711	14680	
20646	2993	5964	7211	7708	3236	5473	19900	
20391	2513	3721	9455	7719	4475	7706	14435	
19149	1500	12933	3977	9934	6230	6966	14170	
22142	19400	9205	2251	4484	3735	15671	14927	
0	19653	21156	16177	17155	16173	17148	0	

52991 43773 3236
