707	-223	443	140	-182	715	-433	408	
539	-577	-288	539	-476	-510	609	-131	
-370	-455	636	-580	736	-236	-539	740	
564	-635	-645	0	0	-554	-522	-249	
708	-224	444	141	-183	716	-432	407	
540	-576	-289	538	-477	-511	610	-130	
-371	-456	637	-581	737	-237	-538	741	
565	-636	-646	0	0	-555	-523	-250	

403	95	719	0	0	374	658	-24	
-125	-610	-628	-576	-135	-113	-615	486	
577	-513	764	-331	-529	400	570	-456	
632	-221	10	348	709	-358	132	357	
0	355	91	235	371	-44	408	0	
63	531	302	-106	424	362	-99	273	
410	361	-222	397	-343	293	395	-84	
30	384	483	133	166	396	384	359	

115 75 -290
